PHIX,MBVI,MPHI,Swirr_PHIX
0.3728937,0.09302,0.35396,0.24945446919591296
0.3682714,0.08139,0.35753,0.22100548671441766
0.3809359,0.0835,0.3597,0.21919698300947746
0.3924701,0.08203,0.35802,0.2090095525748331
0.3924283,0.07356,0.3504,0.1874482548786619
0.3931571,0.07525,0.34742,0.1913993159477471
0.3815785,0.07694,0.34444,0.20163609846990854
0.3838845,0.08957,0.34251,0.23332538823526344
0.3856193,0.09365,0.33973,0.24285610186004694
0.4034695,0.08787,0.33476,0.2177859788658127
0.3959087,0.08267,0.32732,0.20881076874542032
0.3892401,0.086105,0.327915,0.22121307645332536
0.3854516,0.08954,0.32851,0.2322989449258999
0.3832722,0.10529,0.33906,0.274713376028838
0.3915891,0.12301,0.35532,0.3141302962722915
0.3921797,0.1318,0.3672,0.33607042893857075
0.3924427,0.13303,0.37533,0.3389794229832789
0.3925159,0.13185,0.379705,0.33590995931629775
0.3927502,0.13067,0.38408,0.33270511383571544
0.3959164,0.12731,0.39025,0.3215577834108413
0.3934727,0.12753,0.39206,0.32411397283725146
0.3932937,0.12739,0.38952,0.3239055189544099
0.3894525,0.12152,0.38045,0.31202778259222885
0.3908063,0.11731,0.372505,0.300174280711442
0.3938002,0.1131,0.36456,0.28720147932885765
0.3907575,0.10679,0.35343,0.2732897001337147
0.3897897,0.10135,0.34988,0.26001200134328845
0.3954554,0.10177,0.35089,0.25734886917715627
0.3943538,0.10495,0.35182,0.2661315803220357
0.3894854,0.10581,0.352495,0.27166615231276964
0.3674202,0.10667,0.35317,0.29032154465105625
0.368427,0.10568,0.35606,0.286841083851075
0.3883873,0.09469,0.36418,0.24380302857482725
0.3866883,0.08232,0.37803,0.21288464119550554
0.3873376,0.08164,0.39334,0.21077220491891313
0.3954056,0.08535,0.397805,0.2158543025187301
0.3970675,0.08906,0.40227,0.22429435801217676
0.3954323,0.09284,0.40259,0.2347810231991671
0.397661,0.08462,0.38992,0.21279431475553298
0.3854243,0.07423,0.37354,0.1925929423754548
0.3966938,0.07613,0.36585,0.191911242373841
0.3923661,0.07973,0.363895,0.20320307998066092
0.3921859,0.08333,0.36194,0.21247576723181533
0.3910985,0.08061,0.34941,0.20611175956952021
0.3913479,0.0745,0.33421,0.1903677009637716
0.3918555,0.07098,0.32506,0.18113820017838209
0.3806685,0.07153,0.32448,0.1879062754076053
0.3646894,0.07526,0.32835,0.2063673909907993
0.3657476,0.07899,0.33222,0.2159686078596278
0.3918697,0.09231,0.34111,0.23556299453619406
0.3918921,0.09828,0.34491,0.25078331510127405
0.3926354,0.09742,0.35095,0.24811822876898007
0.392049,0.0941,0.36159,0.24002101778094068
0.3924561,0.09183,0.36711,0.2339879543215152
0.3930732,0.08956,0.37263,0.2278456022949415
0.3936994,0.08554,0.38165,0.21727236566781663
0.4062847,0.07891,0.38292,0.1942234103327051
0.3980411,0.07304,0.38077,0.1834986387084148
0.387895,0.06901,0.37897,0.1779089702110107
0.3875919,0.0659,0.376395,0.17002419297204097
0.4001414,0.06279,0.37382,0.15691952894651742
0.3962377,0.05499,0.36688,0.13878033311822674
0.3922109,0.05501,0.36178,0.14025617340058627
0.3652606,0.05653,0.35618,0.1547662134925037
0.3646506,0.0546,0.35068,0.1497323739491996
0.3677144,0.050485,0.34765,0.13729405212306073
0.3683494,0.04637,0.34462,0.12588591158286128
0.3610018,0.04161,0.34069,0.11526258317825563
0.3699438,0.05019,0.34164,0.13566925570856977
0.3932681,0.07729,0.34841,0.19653259443112725
0.4027796,0.10092,0.36001,0.2505588664371284
0.3909882,0.10974,0.364545,0.2806734320882318
0.387571,0.11856,0.36908,0.3059052405881761
0.392101,0.1217,0.3623,0.3103792135189658
0.3917183,0.10821,0.34345,0.27624443381889485
0.3917851,0.09922,0.32667,0.2532510807583035
0.3826965,0.08718,0.31756,0.22780453962866135
0.3932769,0.0785,0.3184,0.19960490941624082
0.3935143,0.06982,0.31924,0.1774268431922296
0.3950516,0.06546,0.33198,0.1656998731304974
0.3931898,0.06989,0.34462,0.177751304840563
0.3836455,0.07472,0.352,0.1947631341955008
0.3640596,0.07856,0.35501,0.21578884336520726
0.3644891,0.08498,0.35739,0.23314826149808046
0.3806988,0.0914,0.35977,0.24008481245541094
0.3930939,0.1085,0.36302,0.2760154762004702
0.395089,0.11859,0.35656,0.3001602170650157
0.3967957,0.11838,0.33775,0.2983399265667446
0.3931531,0.11724,0.31765,0.2982044399497295
0.3920291,0.119065,0.31283,0.30371469873027285
0.3725966,0.12089,0.30801,0.3244527727842927
0.3789783,0.13348,0.30859,0.3522101397362329
0.3799392,0.15849,0.31057,0.4171456906789297
0.384283,0.17831,0.30423,0.464006994844945
0.3830081,0.18703,0.2921,0.4883186543574405
0.370899,0.19144,0.28778,0.5161512972534302
0.3481152,0.19585,0.28346,0.5626011159524203
0.3375593,0.2103,0.27778,0.6230016474142469
0.3335622,0.22402,0.2662,0.6715988802088486
0.3354453,0.2279,0.25914,0.6793954185674982
0.3664145,0.21818,0.25858,0.5954458679992195
0.3685001,0.212805,0.25977,0.5774896668956128
0.3687287,0.20743,0.26096,0.5625545285734471
0.357212,0.20149,0.28756,0.5640627974424152
0.3543688,0.18824,0.29517,0.5311980061450106
0.3658491,0.17392,0.29661,0.4753872566585513
0.3816642,0.17205,0.295015,0.4507889395966402
0.3831746,0.17018,0.29342,0.4441317352454991
0.3760591,0.17208,0.2888,0.45758765045175087
0.3515446,0.17529,0.29355,0.4986280545910818
0.3655836,0.17022,0.30608,0.46561169592946733
0.3655504,0.16301,0.32164,0.44593030126625494
0.3680788,0.16167,0.328215,0.43922660039100325
0.3476497,0.16033,0.33479,0.4611826214721313
0.3505267,0.16332,0.34195,0.4659274172267048
0.361296,0.1784,0.34286,0.4937779549178513
0.3775956,0.19226,0.33632,0.5091690687073684
0.3832524,0.18662,0.32264,0.4869375899537746
0.3840171,0.181155,0.317765,0.47173680547038144
0.3801438,0.17569,0.31289,0.46216721146050527
0.3811685,0.18343,0.31466,0.4812307417848012
0.3797635,0.21293,0.3299,0.5606910616739103
0.3736411,0.23673,0.34493,0.6335759101447886
0.3694965,0.23008,0.347,0.6226851945823574
0.3697764,0.21509,0.34679,0.5816758451864424
0.3785738,0.2001,0.34658,0.5285627267391457
0.3745711,0.18257,0.35736,0.4874108013138227
0.3902152,0.18013,0.37492,0.4616170769360087
0.3813404,0.16694,0.38215,0.4377716077289477
0.3934097,0.14268,0.36782,0.36267534837092225
0.3895712,0.13724,0.35829,0.35228476848391255
0.3809534,0.1318,0.34876,0.34597407451935064
0.3675548,0.12927,0.33499,0.35170265767172676
0.3715764,0.12157,0.32374,0.3271736310486888
0.396295,0.11343,0.31308,0.2862261698986866
